# Wavelength Sweep
# Date: 2026-01-30 17:00:40
# Start: 1480 nm
# Stop: 1600 nm
# Step: 0.25 nm
# Points: 481
# Duration: 594.5 s
#
wavelength_nm,power_dBm
1527.75,-58.8214
1528.00,-59.0509
1528.25,-59.0747
1528.50,-58.2363
1528.75,-59.4916
1529.00,-59.3429
1529.25,-59.0940
1529.50,-58.7995
1529.75,-58.5373
1530.00,-58.9885
1530.25,-59.0426
1530.50,-59.6929
1530.75,-59.8647
1531.00,-60.1428
1531.25,-59.7060
1531.50,-59.5077
1531.75,-60.2011
1532.00,-59.7463
1532.25,-59.8941
1532.50,-59.9881
1532.75,-59.8780
1533.00,-60.1527
1533.25,-59.9820
1533.50,-59.3949
1533.75,-59.3515
1534.00,-59.1519
1534.25,-59.9262
1534.50,-59.2597
1534.75,-59.4349
1535.00,-59.7451
1535.25,-59.3307
1535.50,-59.8291
1535.75,-59.2889
1536.00,-59.5340
1536.25,-59.8912
1536.50,-59.2891
1536.75,-59.6220
1537.00,-59.8456
1537.25,-59.4243
1537.50,-59.3328
1537.75,-58.5722
1538.00,-59.3656
1538.25,-59.5382
1538.50,-59.7194
1538.75,-59.2593
1539.00,-59.7706
1539.25,-59.6728
1539.50,-60.0358
1539.75,-59.6626
1540.00,-60.1278
1540.25,-59.7290
1540.50,-59.7781
1540.75,-59.9064
1541.00,-59.5908
1541.25,-59.1427
1541.50,-59.0994
1541.75,-58.8539
1542.00,-59.0001
1542.25,-58.6954
1542.50,-59.6059
1542.75,-59.1245
1543.00,-59.0674
1543.25,-59.3199
1543.50,-59.6767
1543.75,-58.8031
1544.00,-59.1618
1544.25,-59.2241
1544.50,-58.9221
1544.75,-58.6393
1545.00,-58.4557
1545.25,-58.5516
1545.50,-58.5995
1545.75,-57.9393
1546.00,-58.1614
1546.25,-57.8236
1546.50,-58.2544
1546.75,-58.8065
1547.00,-57.7761
1547.25,-58.2884
1547.50,-58.3618
1547.75,-58.5068
1548.00,-58.6967
1548.25,-57.5152
1548.50,-57.9262
1548.75,-58.3530
1549.00,-58.2217
1549.25,-58.2250
1549.50,-58.2823
1549.75,-58.6327
1550.00,-58.0064
1550.25,-58.2919
1550.50,-58.1518
1550.75,-58.3296
1551.00,-58.9441
1551.25,-57.8259
1551.50,-58.5602
1551.75,-57.4837
1552.00,-57.5330
1552.25,-57.6466
1552.50,-57.3911
1552.75,-57.8846
1553.00,-58.0247
1553.25,-57.7399
1553.50,-57.1281
1553.75,-57.4161
1554.00,-57.6611
1554.25,-56.8101
1554.50,-57.6886
1554.75,-57.2661
1555.00,-58.0126
1555.25,-57.8559
1555.50,-57.8736
1555.75,-58.2314
1556.00,-57.4917
1556.25,-58.4121
1556.50,-58.1272
1556.75,-58.3655
1557.00,-58.4982
1557.25,-58.2857
1557.50,-58.4585
1557.75,-57.4538
1558.00,-58.5969
1558.25,-58.1971
1558.50,-58.0639
1558.75,-58.0959
1559.00,-57.2291
1559.25,-58.1916
1559.50,-57.4325
1559.75,-57.9490
1560.00,-57.5480
1560.25,-57.3285
1560.50,-57.2205
1560.75,-56.7831
1561.00,-57.4730
1561.25,-57.1959
1561.50,-57.7965
1561.75,-57.7401
1562.00,-57.8366
1562.25,-58.5803
1562.50,-58.0263
1562.75,-58.3644
1563.00,-58.2198
1563.25,-58.0498
1563.50,-58.3396
1563.75,-58.4942
1564.00,-58.8121
1564.25,-57.9887
1564.50,-58.4403
1564.75,-58.6346
1565.00,-58.2707
1565.25,-59.0386
1565.50,-58.6607
1565.75,-59.1260
1566.00,-58.5045
1566.25,-59.5274
1566.50,-58.9451
1566.75,-58.3786
1567.00,-59.2640
1567.25,-58.5819
1567.50,-59.5367
1567.75,-58.2658
1568.00,-58.8941
1568.25,-58.9825
1568.50,-58.8626
1568.75,-59.1906
1569.00,-58.4496
1569.25,-59.2092
1569.50,-58.8555
1569.75,-59.3588
1570.00,-59.1979
1570.25,-58.7281
1570.50,-58.8666
1570.75,-58.2245
1571.00,-58.9849
1571.25,-58.3111
1571.50,-58.7450
1571.75,-57.9656
1572.00,-58.1354
1572.25,-58.4500
1572.50,-58.0447
1572.75,-58.2996
1573.00,-57.7748
1573.25,-58.3920
1573.50,-59.0068
1573.75,-59.0816
1574.00,-59.0647
1574.25,-58.2927
1574.50,-59.3263
1574.75,-59.2295
1575.00,-59.8185
1575.25,-58.7129
1575.50,-58.8961
1575.75,-59.1082
1576.00,-58.9892
1576.25,-58.8690
1576.50,-58.5202
1576.75,-59.0570
1577.00,-58.3766
1577.25,-58.4589
1577.50,-58.1337
1577.75,-58.2779
1578.00,-58.2394
1578.25,-57.6890
1578.50,-58.6992
1578.75,-58.2647
1579.00,-58.8831
1579.25,-57.8447
1579.50,-57.8727
1579.75,-58.6901
1580.00,-58.3467
1580.25,-59.2588
1580.50,-58.3861
1580.75,-58.6152
1581.00,-58.4528
1581.25,-59.2580
1581.50,-58.7560
1581.75,-57.9778
1582.00,-58.7045
1582.25,-57.8717
1582.50,-59.1793
1582.75,-57.7020
1583.00,-58.0718
1583.25,-57.7289
1583.50,-57.3435
1583.75,-58.3174
1584.00,-57.4690
1584.25,-57.1179
1584.50,-56.8947
1584.75,-56.9700
1585.00,-56.6694
1585.25,-56.9511
1585.50,-56.7638
1585.75,-56.5568
1586.00,-56.7203
1586.25,-56.4941
1586.50,-56.6026
1586.75,-55.9826
1587.00,-56.7959
1587.25,-56.7612
1587.50,-56.9808
1587.75,-56.8105
1588.00,-57.1484
1588.25,-57.0022
1588.50,-56.1893
1588.75,-57.4776
1589.00,-56.2278
1589.25,-56.8479
1589.50,-56.6324
1589.75,-56.4484
1590.00,-57.2281
1590.25,-56.1111
1590.50,-56.1378
1590.75,-55.7628
1591.00,-56.5848
1591.25,-55.8878
1591.50,-56.5382
1591.75,-55.6742
1592.00,-56.1019
1592.25,-56.2619
1592.50,-55.3396
1592.75,-55.5304
1593.00,-55.4823
1593.25,-55.5456
1593.50,-55.4337
1593.75,-56.2762
1594.00,-55.9449
1594.25,-56.0756
1594.50,-55.6804
1594.75,-55.2772
1595.00,-55.8531
1595.25,-54.6127
1595.50,-56.1857
1595.75,-54.6602
1596.00,-55.5575
1596.25,-54.9817
1596.50,-54.8112
1596.75,-55.1429
1597.00,-54.9417
1597.25,-55.3626
1597.50,-54.8173
1597.75,-55.9396
1598.00,-55.4950
1598.25,-55.4254
1598.50,-55.7154
1598.75,-56.4729
1599.00,-56.3072
1599.25,-56.1241
1599.50,-56.4416
1599.75,-56.0447
1600.00,-56.8986
